country,date,accumulated_confirmed,increase_of_confirmed
Angola,2020-01-23,0,0.0
Angola,2020-01-24,0,0.0
Angola,2020-01-25,0,0.0
Angola,2020-01-26,0,0.0
Angola,2020-01-27,0,0.0
Angola,2020-01-28,0,0.0
Angola,2020-01-29,0,0.0
Angola,2020-01-30,0,0.0
Angola,2020-01-31,0,0.0
Angola,2020-02-01,0,0.0
Angola,2020-02-02,0,0.0
Angola,2020-02-03,0,0.0
Angola,2020-02-04,0,0.0
Angola,2020-02-05,0,0.0
Angola,2020-02-06,0,0.0
Angola,2020-02-07,0,0.0
Angola,2020-02-08,0,0.0
Angola,2020-02-09,0,0.0
Angola,2020-02-10,0,0.0
Angola,2020-02-11,0,0.0
Angola,2020-02-12,0,0.0
Angola,2020-02-13,0,0.0
Angola,2020-02-14,0,0.0
Angola,2020-02-15,0,0.0
Angola,2020-02-16,0,0.0
Angola,2020-02-17,0,0.0
Angola,2020-02-18,0,0.0
Angola,2020-02-19,0,0.0
Angola,2020-02-20,0,0.0
Angola,2020-02-21,0,0.0
Angola,2020-02-22,0,0.0
Angola,2020-02-23,0,0.0
Angola,2020-02-24,0,0.0
Angola,2020-02-25,0,0.0
Angola,2020-02-26,0,0.0
Angola,2020-02-27,0,0.0
Angola,2020-02-28,0,0.0
Angola,2020-02-29,0,0.0
Angola,2020-03-01,0,0.0
Angola,2020-03-02,0,0.0
Angola,2020-03-03,0,0.0
Angola,2020-03-04,0,0.0
Angola,2020-03-05,0,0.0
Angola,2020-03-06,0,0.0
Angola,2020-03-07,0,0.0
Angola,2020-03-08,0,0.0
Angola,2020-03-09,0,0.0
Angola,2020-03-10,0,0.0
Angola,2020-03-11,0,0.0
Angola,2020-03-12,0,0.0
Angola,2020-03-13,0,0.0
Angola,2020-03-14,0,0.0
Angola,2020-03-15,0,0.0
Angola,2020-03-16,0,0.0
Angola,2020-03-17,0,0.0
Angola,2020-03-18,0,0.0
Angola,2020-03-19,0,0.0
Angola,2020-03-20,0,0.0
Angola,2020-03-21,0,0.0
Angola,2020-03-22,0,0.0
Angola,2020-03-23,0,0.0
Angola,2020-03-24,0,0.0
Angola,2020-03-25,0,0.0
Angola,2020-03-26,0,0.0
Angola,2020-03-27,0,0.0
Antigua and Barbuda,2020-01-22,0,0.0
Antigua and Barbuda,2020-01-23,0,0.0
Antigua and Barbuda,2020-01-24,0,0.0
Antigua and Barbuda,2020-01-25,0,0.0
Antigua and Barbuda,2020-01-26,0,0.0
Antigua and Barbuda,2020-01-27,0,0.0
Antigua and Barbuda,2020-01-28,0,0.0
Antigua and Barbuda,2020-01-29,0,0.0
Antigua and Barbuda,2020-01-30,0,0.0
Antigua and Barbuda,2020-01-31,0,0.0
Antigua and Barbuda,2020-02-01,0,0.0
Antigua and Barbuda,2020-02-02,0,0.0
Antigua and Barbuda,2020-02-03,0,0.0
Antigua and Barbuda,2020-02-04,0,0.0
Antigua and Barbuda,2020-02-05,0,0.0
Antigua and Barbuda,2020-02-06,0,0.0
Antigua and Barbuda,2020-02-07,0,0.0
Antigua and Barbuda,2020-02-08,0,0.0
Antigua and Barbuda,2020-02-09,0,0.0
Antigua and Barbuda,2020-02-10,0,0.0
Antigua and Barbuda,2020-02-11,0,0.0
Antigua and Barbuda,2020-02-12,0,0.0
Antigua and Barbuda,2020-02-13,0,0.0
Antigua and Barbuda,2020-02-14,0,0.0
Antigua and Barbuda,2020-02-15,0,0.0
Antigua and Barbuda,2020-02-16,0,0.0
Antigua and Barbuda,2020-02-17,0,0.0
Antigua and Barbuda,2020-02-18,0,0.0
Antigua and Barbuda,2020-02-19,0,0.0
Antigua and Barbuda,2020-02-20,0,0.0
Antigua and Barbuda,2020-02-21,0,0.0
Antigua and Barbuda,2020-02-22,0,0.0
Antigua and Barbuda,2020-02-23,0,0.0
Antigua and Barbuda,2020-02-24,0,0.0
Antigua and Barbuda,2020-02-25,0,0.0
Antigua and Barbuda,2020-02-26,0,0.0
Antigua and Barbuda,2020-02-27,0,0.0
Antigua and Barbuda,2020-02-28,0,0.0
Antigua and Barbuda,2020-02-29,0,0.0
Antigua and Barbuda,2020-03-01,0,0.0
Antigua and Barbuda,2020-03-02,0,0.0
Antigua and Barbuda,2020-03-03,0,0.0
Antigua and Barbuda,2020-03-04,0,0.0
Antigua and Barbuda,2020-03-05,0,0.0
Antigua and Barbuda,2020-03-06,0,0.0
Antigua and Barbuda,2020-03-07,0,0.0
Antigua and Barbuda,2020-03-08,0,0.0
Antigua and Barbuda,2020-03-09,0,0.0
Antigua and Barbuda,2020-03-10,0,0.0
Antigua and Barbuda,2020-03-11,0,0.0
Antigua and Barbuda,2020-03-12,0,0.0
Antigua and Barbuda,2020-03-13,0,0.0
Antigua and Barbuda,2020-03-14,0,0.0
Antigua and Barbuda,2020-03-15,0,0.0
Antigua and Barbuda,2020-03-16,0,0.0
Antigua and Barbuda,2020-03-17,0,0.0
Antigua and Barbuda,2020-03-18,0,0.0
Antigua and Barbuda,2020-03-19,0,0.0
Antigua and Barbuda,2020-03-20,0,0.0
Antigua and Barbuda,2020-03-21,0,0.0
Antigua and Barbuda,2020-03-22,0,0.0
Antigua and Barbuda,2020-03-23,0,0.0
Antigua and Barbuda,2020-03-24,0,0.0
Antigua and Barbuda,2020-03-25,0,0.0
Antigua and Barbuda,2020-03-26,0,0.0
Antigua and Barbuda,2020-03-27,0,0.0
Argentina,2020-01-22,0,0.0
Argentina,2020-01-23,0,0.0
Argentina,2020-01-24,0,0.0
Argentina,2020-01-25,0,0.0
Argentina,2020-01-26,0,0.0
Argentina,2020-01-27,0,0.0
Argentina,2020-01-28,0,0.0
Argentina,2020-01-29,0,0.0
Argentina,2020-01-30,0,0.0
Argentina,2020-01-31,0,0.0
Argentina,2020-02-01,0,0.0
Argentina,2020-02-02,0,0.0
Argentina,2020-02-03,0,0.0
Argentina,2020-02-04,0,0.0
Argentina,2020-02-05,0,0.0
Argentina,2020-02-06,0,0.0
Argentina,2020-02-07,0,0.0
Argentina,2020-02-08,0,0.0
Argentina,2020-02-09,0,0.0
Argentina,2020-02-10,0,0.0
Argentina,2020-02-11,0,0.0
Argentina,2020-02-12,0,0.0
Argentina,2020-02-13,0,0.0
Argentina,2020-02-14,0,0.0
Argentina,2020-02-15,0,0.0
Argentina,2020-02-16,0,0.0
Argentina,2020-02-17,0,0.0
Argentina,2020-02-18,0,0.0
Argentina,2020-02-19,0,0.0
Argentina,2020-02-20,0,0.0
Argentina,2020-02-21,0,0.0
Argentina,2020-02-22,0,0.0
Argentina,2020-02-23,0,0.0
Argentina,2020-02-24,0,0.0
Argentina,2020-02-25,0,0.0
Argentina,2020-02-26,0,0.0
Argentina,2020-02-27,0,0.0
Argentina,2020-02-28,0,0.0
Argentina,2020-02-29,0,0.0
Argentina,2020-03-01,0,0.0
Argentina,2020-03-02,0,0.0
Argentina,2020-03-03,0,0.0
Argentina,2020-03-04,0,0.0
Argentina,2020-03-05,0,0.0
Argentina,2020-03-06,0,0.0
Argentina,2020-03-07,0,0.0
Argentina,2020-03-08,0,0.0
Argentina,2020-03-09,0,0.0
Argentina,2020-03-10,0,0.0
Argentina,2020-03-11,0,0.0
Argentina,2020-03-12,0,0.0
Argentina,2020-03-13,0,0.0
Argentina,2020-03-14,1,1.0
Argentina,2020-03-15,1,0.0
Argentina,2020-03-16,1,0.0
Argentina,2020-03-17,3,2.0
Argentina,2020-03-18,3,0.0
Argentina,2020-03-19,3,0.0
Argentina,2020-03-20,3,0.0
Argentina,2020-03-21,3,0.0
Argentina,2020-03-22,3,0.0
Argentina,2020-03-23,3,0.0
Argentina,2020-03-24,52,49.0
Argentina,2020-03-25,52,0.0
Argentina,2020-03-26,63,11.0
Argentina,2020-03-27,72,9.0
Armenia,2020-01-22,0,0.0
Armenia,2020-01-23,0,0.0
Armenia,2020-01-24,0,0.0
Armenia,2020-01-25,0,0.0
Armenia,2020-01-26,0,0.0
Armenia,2020-01-27,0,0.0
Armenia,2020-01-28,0,0.0
Armenia,2020-01-29,0,0.0
Armenia,2020-01-30,0,0.0
Armenia,2020-01-31,0,0.0
Armenia,2020-02-01,0,0.0
Armenia,2020-02-02,0,0.0
Armenia,2020-02-03,0,0.0
Armenia,2020-02-04,0,0.0
Armenia,2020-02-05,0,0.0
Armenia,2020-02-06,0,0.0
Armenia,2020-02-07,0,0.0
Armenia,2020-02-08,0,0.0
Armenia,2020-02-09,0,0.0
Armenia,2020-02-10,0,0.0
Armenia,2020-02-11,0,0.0
Armenia,2020-02-12,0,0.0
Armenia,2020-02-13,0,0.0
Armenia,2020-02-14,0,0.0
Armenia,2020-02-15,0,0.0
Armenia,2020-02-16,0,0.0
Armenia,2020-02-17,0,0.0
Armenia,2020-02-18,0,0.0
Armenia,2020-02-19,0,0.0
Armenia,2020-02-20,0,0.0
Armenia,2020-02-21,0,0.0
Armenia,2020-02-22,0,0.0
Armenia,2020-02-23,0,0.0
Armenia,2020-02-24,0,0.0
Armenia,2020-02-25,0,0.0
Armenia,2020-02-26,0,0.0
Armenia,2020-02-27,0,0.0
Armenia,2020-02-28,0,0.0
Armenia,2020-02-29,0,0.0
Armenia,2020-03-01,0,0.0
Armenia,2020-03-02,0,0.0
Armenia,2020-03-03,0,0.0
Armenia,2020-03-04,0,0.0
Armenia,2020-03-05,0,0.0
Armenia,2020-03-06,0,0.0
Armenia,2020-03-07,0,0.0
Armenia,2020-03-08,0,0.0
Armenia,2020-03-09,0,0.0
Armenia,2020-03-10,0,0.0
Armenia,2020-03-11,0,0.0
Armenia,2020-03-12,0,0.0
Armenia,2020-03-13,0,0.0
Armenia,2020-03-14,0,0.0
Armenia,2020-03-15,0,0.0
Armenia,2020-03-16,0,0.0
Armenia,2020-03-17,1,1.0
Armenia,2020-03-18,1,0.0
Armenia,2020-03-19,1,0.0
Armenia,2020-03-20,1,0.0
Armenia,2020-03-21,1,0.0
Armenia,2020-03-22,2,1.0
Armenia,2020-03-23,2,0.0
Armenia,2020-03-24,14,12.0
Armenia,2020-03-25,16,2.0
Armenia,2020-03-26,18,2.0
Armenia,2020-03-27,28,10.0
Australia,2020-01-22,0,0.0
Australia,2020-01-23,0,0.0
Australia,2020-01-24,0,0.0
Australia,2020-01-25,0,0.0
Australia,2020-01-26,0,0.0
Australia,2020-01-27,0,0.0
Australia,2020-01-28,0,0.0
Australia,2020-01-29,0,0.0
Australia,2020-01-30,2,2.0
Australia,2020-01-31,2,0.0
Australia,2020-02-01,2,0.0
Australia,2020-02-02,2,0.0
Australia,2020-02-03,2,0.0
Australia,2020-02-04,2,0.0
Australia,2020-02-05,2,0.0
Australia,2020-02-06,2,0.0
Australia,2020-02-07,2,0.0
Australia,2020-02-08,2,0.0
Australia,2020-02-09,2,0.0
Australia,2020-02-10,2,0.0
Australia,2020-02-11,2,0.0
Australia,2020-02-12,2,0.0
Australia,2020-02-13,8,6.0
Australia,2020-02-14,8,0.0
Australia,2020-02-15,8,0.0
Australia,2020-02-16,8,0.0
Australia,2020-02-17,10,2.0
Australia,2020-02-18,10,0.0
Australia,2020-02-19,10,0.0
Australia,2020-02-20,10,0.0
Australia,2020-02-21,11,1.0
Australia,2020-02-22,11,0.0
Australia,2020-02-23,11,0.0
Australia,2020-02-24,11,0.0
Australia,2020-02-25,11,0.0
Australia,2020-02-26,11,0.0
Australia,2020-02-27,11,0.0
Australia,2020-02-28,11,0.0
Australia,2020-02-29,11,0.0
Australia,2020-03-01,11,0.0
Australia,2020-03-02,11,0.0
Australia,2020-03-03,11,0.0
Australia,2020-03-04,11,0.0
Australia,2020-03-05,21,10.0
Australia,2020-03-06,21,0.0
Australia,2020-03-07,21,0.0
Australia,2020-03-08,21,0.0
Australia,2020-03-09,21,0.0
Australia,2020-03-10,21,0.0
Australia,2020-03-11,21,0.0
Australia,2020-03-12,21,0.0
Australia,2020-03-13,23,2.0
Australia,2020-03-14,23,0.0
Australia,2020-03-15,23,0.0
Australia,2020-03-16,23,0.0
Australia,2020-03-17,23,0.0
Australia,2020-03-18,23,0.0
Australia,2020-03-19,26,3.0
Australia,2020-03-20,26,0.0
Australia,2020-03-21,26,0.0
Australia,2020-03-22,88,62.0
Australia,2020-03-23,88,0.0
Australia,2020-03-24,115,27.0
Australia,2020-03-25,119,4.0
Australia,2020-03-26,172,53.0
Australia,2020-03-27,194,22.0
Austria,2020-01-22,0,0.0
Austria,2020-01-23,0,0.0
Austria,2020-01-24,0,0.0
Austria,2020-01-25,0,0.0
Austria,2020-01-26,0,0.0
Austria,2020-01-27,0,0.0
Austria,2020-01-28,0,0.0
Austria,2020-01-29,0,0.0
Austria,2020-01-30,0,0.0
Austria,2020-01-31,0,0.0
Austria,2020-02-01,0,0.0
Austria,2020-02-02,0,0.0
Austria,2020-02-03,0,0.0
Austria,2020-02-04,0,0.0
Austria,2020-02-05,0,0.0
Austria,2020-02-06,0,0.0
Austria,2020-02-07,0,0.0
Austria,2020-02-08,0,0.0
Austria,2020-02-09,0,0.0
Austria,2020-02-10,0,0.0
Austria,2020-02-11,0,0.0
Austria,2020-02-12,0,0.0
Austria,2020-02-13,0,0.0
Austria,2020-02-14,0,0.0
Austria,2020-02-15,0,0.0
Austria,2020-02-16,0,0.0
Austria,2020-02-17,0,0.0
Austria,2020-02-18,0,0.0
Austria,2020-02-19,0,0.0
Austria,2020-02-20,0,0.0
Austria,2020-02-21,0,0.0
Austria,2020-02-22,0,0.0
Austria,2020-02-23,0,0.0
Austria,2020-02-24,0,0.0
Austria,2020-02-25,0,0.0
Austria,2020-02-26,0,0.0
Austria,2020-02-27,0,0.0
Austria,2020-02-28,0,0.0
Austria,2020-02-29,0,0.0
Austria,2020-03-01,0,0.0
Austria,2020-03-02,0,0.0
Austria,2020-03-03,0,0.0
Austria,2020-03-04,0,0.0
Austria,2020-03-05,0,0.0
Austria,2020-03-06,0,0.0
Austria,2020-03-07,0,0.0
Austria,2020-03-08,0,0.0
Austria,2020-03-09,2,2.0
Austria,2020-03-10,4,2.0
Austria,2020-03-11,4,0.0
Austria,2020-03-12,4,0.0
Austria,2020-03-13,6,2.0
Austria,2020-03-14,6,0.0
Austria,2020-03-15,6,0.0
Austria,2020-03-16,6,0.0
Austria,2020-03-17,1,-5.0
Austria,2020-03-18,9,8.0
Austria,2020-03-19,9,0.0
Austria,2020-03-20,9,0.0
Austria,2020-03-21,9,0.0
Austria,2020-03-22,9,0.0
Austria,2020-03-23,9,0.0
Austria,2020-03-24,9,0.0
Austria,2020-03-25,9,0.0
Austria,2020-03-26,112,103.0
Austria,2020-03-27,225,113.0
Azerbaijan,2020-01-22,0,0.0
Azerbaijan,2020-01-23,0,0.0
Azerbaijan,2020-01-24,0,0.0
Azerbaijan,2020-01-25,0,0.0
Azerbaijan,2020-01-26,0,0.0
Azerbaijan,2020-01-27,0,0.0
Azerbaijan,2020-01-28,0,0.0
Azerbaijan,2020-01-29,0,0.0
Azerbaijan,2020-01-30,0,0.0
Azerbaijan,2020-01-31,0,0.0
Azerbaijan,2020-02-01,0,0.0
Azerbaijan,2020-02-02,0,0.0
Azerbaijan,2020-02-03,0,0.0
Azerbaijan,2020-02-04,0,0.0
Azerbaijan,2020-02-05,0,0.0
Azerbaijan,2020-02-06,0,0.0
Azerbaijan,2020-02-07,0,0.0
Azerbaijan,2020-02-08,0,0.0
Azerbaijan,2020-02-09,0,0.0
Azerbaijan,2020-02-10,0,0.0
Azerbaijan,2020-02-11,0,0.0
Azerbaijan,2020-02-12,0,0.0
Azerbaijan,2020-02-13,0,0.0
Azerbaijan,2020-02-14,0,0.0
Azerbaijan,2020-02-15,0,0.0
Azerbaijan,2020-02-16,0,0.0
Azerbaijan,2020-02-17,0,0.0
Azerbaijan,2020-02-18,0,0.0
Azerbaijan,2020-02-19,0,0.0
Azerbaijan,2020-02-20,0,0.0
Azerbaijan,2020-02-21,0,0.0
Azerbaijan,2020-02-22,0,0.0
Azerbaijan,2020-02-23,0,0.0
Azerbaijan,2020-02-24,0,0.0
Azerbaijan,2020-02-25,0,0.0
Azerbaijan,2020-02-26,0,0.0
Azerbaijan,2020-02-27,0,0.0
Azerbaijan,2020-02-28,0,0.0
Azerbaijan,2020-02-29,0,0.0
Azerbaijan,2020-03-01,0,0.0
Azerbaijan,2020-03-02,0,0.0
Azerbaijan,2020-03-03,0,0.0
Azerbaijan,2020-03-04,0,0.0
Azerbaijan,2020-03-05,0,0.0
Azerbaijan,2020-03-06,0,0.0
Azerbaijan,2020-03-07,0,0.0
Azerbaijan,2020-03-08,0,0.0
Azerbaijan,2020-03-09,0,0.0
Azerbaijan,2020-03-10,0,0.0
Azerbaijan,2020-03-11,3,3.0
Azerbaijan,2020-03-12,3,0.0
Azerbaijan,2020-03-13,3,0.0
Azerbaijan,2020-03-14,3,0.0
Azerbaijan,2020-03-15,6,3.0
Azerbaijan,2020-03-16,6,0.0
Azerbaijan,2020-03-17,6,0.0
Azerbaijan,2020-03-18,6,0.0
Azerbaijan,2020-03-19,6,0.0
Azerbaijan,2020-03-20,6,0.0
Azerbaijan,2020-03-21,11,5.0
Azerbaijan,2020-03-22,10,-1.0
Azerbaijan,2020-03-23,10,0.0
Azerbaijan,2020-03-24,10,0.0
Azerbaijan,2020-03-25,10,0.0
Azerbaijan,2020-03-26,15,5.0
Azerbaijan,2020-03-27,15,0.0
Bahamas,2020-01-22,0,0.0
Bahamas,2020-01-23,0,0.0
Bahamas,2020-01-24,0,0.0
Bahamas,2020-01-25,0,0.0
Bahamas,2020-01-26,0,0.0
Bahamas,2020-01-27,0,0.0
Bahamas,2020-01-28,0,0.0
Bahamas,2020-01-29,0,0.0
Bahamas,2020-01-30,0,0.0
Bahamas,2020-01-31,0,0.0
Bahamas,2020-02-01,0,0.0
Bahamas,2020-02-02,0,0.0
Bahamas,2020-02-03,0,0.0
Bahamas,2020-02-04,0,0.0
Bahamas,2020-02-05,0,0.0
Bahamas,2020-02-06,0,0.0
Bahamas,2020-02-07,0,0.0
Bahamas,2020-02-08,0,0.0
Bahamas,2020-02-09,0,0.0
Bahamas,2020-02-10,0,0.0
Bahamas,2020-02-11,0,0.0
